date+survey,adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,95,19
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,95,19
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,95,19
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,95,20
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,95,20
2023-08-16 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,95,19
2023-08-23 00:00:00,North Kordofan,SD13,SD13026,Bara,95,20
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,95,15
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,95,19
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,95,19
2023-08-23 00:00:00,Sennar,SD14,SD14040,Ad Dinder,95,19
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,95,19
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,95,19
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,95,19
2023-08-23 00:00:00,South Kordofan,SD07,SD07094,Al Quoz,94,17
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,93,18
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,93,17
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,93,14
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,93,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,93,29
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,92,16
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,92,32
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,91,21
2023-08-23 00:00:00,West Kordofan,SD18,SD18105,Al Khiwai,91,19
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,91,20
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,91,17
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,90,18
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,90,18
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,90,18
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,90,18
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,90,18
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,90,18
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,90,18
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,90,18
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,90,18
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,90,18
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,90,18
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,90,18
2023-08-23 00:00:00,Blue Nile,SD08,SD08107,Ar Rusayris,90,18
2023-08-16 00:00:00,Gedaref,SD12,SD12081,Wasat Al Gedaref,90,18
2023-08-23 00:00:00,North Kordofan,SD13,SD13026,Bara,90,17
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,90,18
2023-07-19 00:00:00,White Nile,SD09,SD09046,Rabak,90,18
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,90,18
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,90,23
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,90,18
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,90,20
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,90,18
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,90,24
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,90,18
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,90,18
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,90,20
2023-08-16 00:00:00,White Nile,SD09,SD09050,Al Gitaina,90,18
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,90,18
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,90,16
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,89,21
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,89,14
2023-08-16 00:00:00,West Kordofan,SD18,SD18104,Al Idia,89,15
2023-08-23 00:00:00,North Kordofan,SD13,SD13026,Bara,88,26
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,88,16
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,87,20
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,87,13
2023-08-23 00:00:00,West Kordofan,SD18,SD18105,Al Khiwai,87,18
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,87,20
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,87,16
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,86,15
2023-08-23 00:00:00,North Kordofan,SD13,SD13024,Sheikan,86,15
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,86,18
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,86,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18092,As Sunut,86,21
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,86,15
2023-08-23 00:00:00,White Nile,SD09,SD09046,Rabak,86,31
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,85,17
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,85,17
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,85,17
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,85,17
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,85,17
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,85,17
2023-08-23 00:00:00,Gedaref,SD12,SD12074,Al Fao,85,15
2023-08-16 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,85,17
2023-08-23 00:00:00,North Kordofan,SD13,SD13026,Bara,85,16
2023-08-23 00:00:00,South Kordofan,SD07,SD07094,Al Quoz,85,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,85,18
2023-08-23 00:00:00,West Kordofan,SD18,SD18092,As Sunut,85,20
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,85,16
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,85,17
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,85,17
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,85,17
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,85,17
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,85,17
2023-08-16 00:00:00,White Nile,SD09,SD09048,Tendalti,85,17
2023-08-16 00:00:00,White Nile,SD09,SD09048,Tendalti,85,17
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,85,17
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,84,16
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,84,19
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,84,10
2023-08-23 00:00:00,South Kordofan,SD07,SD07088,Abu Jubayhah,84,19
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,83,15
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,83,13
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,83,22
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,82,12
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,82,14
2023-08-23 00:00:00,South Kordofan,SD07,SD07105,Al Leri,82,14
2023-08-23 00:00:00,South Kordofan,SD07,SD07088,Abu Jubayhah,81,17
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,80,16
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,80,16
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,80,16
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,80,16
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,80,16
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,80,16
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,80,16
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,80,16
2023-08-23 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,80,16
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,80,16
2023-08-16 00:00:00,Kassala,SD11,SD11060,Reifi Khashm Elgirba,80,16
2023-08-16 00:00:00,Kassala,SD11,SD11057,Reifi Shamal Ad Delta,80,16
2023-08-23 00:00:00,North Kordofan,SD13,SD13025,Soudari,80,13
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,80,16
2023-08-16 00:00:00,West Kordofan,SD18,SD18104,Al Idia,80,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,80,14
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,80,17
2023-08-16 00:00:00,White Nile,SD09,SD09050,Al Gitaina,80,16
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,80,16
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,79,13
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,79,11
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,79,20
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,79,21
2023-08-23 00:00:00,North Kordofan,SD13,SD13025,Soudari,78,15
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,78,16
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,78,13
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,78,12
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,78,15
2023-08-16 00:00:00,West Kordofan,SD18,SD18028,Abu Zabad,78,18
2023-08-23 00:00:00,West Kordofan,SD18,SD18102,Al Lagowa,78,12
2023-08-23 00:00:00,West Kordofan,SD18,SD18102,Al Lagowa,78,12
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,78,14
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,77,14
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,77,15
2023-08-23 00:00:00,North Kordofan,SD13,SD13025,Soudari,77,25
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,77,15
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,77,18
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,77,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,77,14
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,77,13
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,76,14
2023-08-23 00:00:00,South Kordofan,SD07,SD07088,Abu Jubayhah,76,16
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,76,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,76,20
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,75,20
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,75,15
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,75,15
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,75,15
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,75,15
2023-08-23 00:00:00,Blue Nile,SD08,SD08108,At Tadamon - BN,75,15
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,75,15
2023-08-23 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,75,15
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,75,15
2023-08-23 00:00:00,Gedaref,SD12,SD12081,Wasat Al Gedaref,75,15
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,75,15
2023-08-16 00:00:00,Kassala,SD11,SD11059,Reifi Telkok,75,15
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,75,17
2023-08-23 00:00:00,Northern,SD17,SD17020,Merwoe,75,13
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,75,15
2023-08-23 00:00:00,Red Sea,SD10,SD10071,Sinkat,75,15
2023-08-23 00:00:00,Red Sea,SD10,SD10071,Sinkat,75,15
2023-08-23 00:00:00,Red Sea,SD10,SD10071,Sinkat,75,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18106,Al Meiram,75,18
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,75,14
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,75,17
2023-08-23 00:00:00,West Kordofan,SD18,SD18029,Wad Bandah,75,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18029,Wad Bandah,75,11
2023-07-12 00:00:00,White Nile,SD09,SD09049,As Salam / Ar Rawat,75,15
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,75,15
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,75,15
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,75,15
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,75,15
2023-08-16 00:00:00,White Nile,SD09,SD09048,Tendalti,75,15
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,75,15
2023-08-23 00:00:00,North Kordofan,SD13,SD13024,Sheikan,74,13
2023-08-23 00:00:00,North Kordofan,SD13,SD13024,Sheikan,74,13
2023-08-23 00:00:00,West Kordofan,SD18,SD18105,Al Khiwai,74,16
2023-08-23 00:00:00,West Kordofan,SD18,SD18105,Al Khiwai,74,16
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,74,13
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,74,12
2023-08-16 00:00:00,West Kordofan,SD18,SD18104,Al Idia,74,17
2023-08-16 00:00:00,West Kordofan,SD18,SD18104,Al Idia,74,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,74,20
2023-08-23 00:00:00,North Kordofan,SD13,SD13026,Bara,73,14
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,72,12
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,72,12
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,72,12
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,72,14
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,72,16
2023-08-23 00:00:00,Red Sea,SD10,SD10071,Sinkat,72,12
2023-08-23 00:00:00,South Kordofan,SD07,SD07106,At Tadamon - SK,72,13
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,72,19
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,72,14
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,72,14
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,72,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18105,Al Khiwai,72,15
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,72,13
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,71,13
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,71,22
2023-08-23 00:00:00,South Kordofan,SD07,SD07106,At Tadamon - SK,71,13
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,71,12
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,71,13
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,70,14
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,70,14
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,70,14
2023-08-23 00:00:00,Blue Nile,SD08,SD08107,Ar Rusayris,70,14
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,70,14
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,70,13
2023-08-23 00:00:00,Northern,SD17,SD17020,Merwoe,70,13
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,70,14
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,70,14
2023-08-23 00:00:00,Red Sea,SD10,SD10071,Sinkat,70,14
2023-08-16 00:00:00,West Kordofan,SD18,SD18104,Al Idia,70,10
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,70,14
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,70,14
2023-08-16 00:00:00,White Nile,SD09,SD09048,Tendalti,70,14
2023-08-23 00:00:00,North Kordofan,SD13,SD13024,Sheikan,69,13
2023-08-23 00:00:00,North Kordofan,SD13,SD13025,Soudari,69,12
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,69,13
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,69,15
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,69,15
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,69,12
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,69,14
2023-08-16 00:00:00,West Kordofan,SD18,SD18104,Al Idia,69,16
2023-08-23 00:00:00,West Kordofan,SD18,SD18029,Wad Bandah,69,11
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,68,10
2023-08-23 00:00:00,South Kordofan,SD07,SD07088,Abu Jubayhah,68,15
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,68,12
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,68,12
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,68,9
2023-08-23 00:00:00,West Kordofan,SD18,SD18105,Al Khiwai,68,15
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,68,68
2023-08-23 00:00:00,South Kordofan,SD07,SD07088,Abu Jubayhah,67,13
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,67,13
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,67,15
2023-08-16 00:00:00,West Kordofan,SD18,SD18104,Al Idia,67,15
2023-08-23 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,66,17
2023-08-23 00:00:00,South Kordofan,SD07,SD07105,Al Leri,66,12
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,66,13
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,66,11
2023-08-23 00:00:00,West Kordofan,SD18,SD18105,Al Khiwai,66,12
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,65,13
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,65,13
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,65,13
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,65,13
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,65,11
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,65,11
2023-08-23 00:00:00,South Kordofan,SD07,SD07105,Al Leri,65,8
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,65,13
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,65,12
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,65,12
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,65,13
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,65,20
2023-08-16 00:00:00,White Nile,SD09,SD09050,Al Gitaina,65,13
2023-08-16 00:00:00,White Nile,SD09,SD09050,Al Gitaina,65,13
2023-08-23 00:00:00,North Kordofan,SD13,SD13025,Soudari,64,12
2023-08-23 00:00:00,South Kordofan,SD07,SD07094,Al Quoz,64,11
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,64,11
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,64,13
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,64,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18029,Wad Bandah,64,11
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,63,10
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,63,11
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,63,12
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,63,15
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,63,14
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,63,11
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,63,8
2023-08-23 00:00:00,West Kordofan,SD18,SD18100,Babanusa,63,12
2023-08-23 00:00:00,West Kordofan,SD18,SD18029,Wad Bandah,63,7
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,62,11
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,62,11
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,62,10
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,62,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,62,10
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,62,15
2023-08-23 00:00:00,West Kordofan,SD18,SD18029,Wad Bandah,62,9
2023-08-23 00:00:00,North Kordofan,SD13,SD13026,Bara,61,13
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,61,11
2023-08-23 00:00:00,North Kordofan,SD13,SD13025,Soudari,61,10
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,61,12
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,61,12
2023-08-23 00:00:00,South Kordofan,SD07,SD07106,At Tadamon - SK,61,11
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,61,10
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,60,12
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,60,12
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,60,12
2023-08-23 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,60,12
2023-08-23 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,60,12
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,60,12
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,60,12
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,60,12
2023-08-23 00:00:00,North Kordofan,SD13,SD13025,Soudari,60,10
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,60,60
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,60,10
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,60,16
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,60,12
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,60,10
2023-08-23 00:00:00,West Kordofan,SD18,SD18029,Wad Bandah,60,14
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,60,12
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,60,12
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,60,12
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,59,11
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,59,10
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,59,10
2023-08-23 00:00:00,White Nile,SD09,SD09046,Rabak,59,20
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,58,13
2023-08-23 00:00:00,South Kordofan,SD07,SD07094,Al Quoz,58,9
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,58,11
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,58,16
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,58,11
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,58,15
2023-08-16 00:00:00,West Kordofan,SD18,SD18087,Abyei,58,10
2023-08-23 00:00:00,West Kordofan,SD18,SD18092,As Sunut,58,16
2023-08-23 00:00:00,West Kordofan,SD18,SD18029,Wad Bandah,57,12
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,56,10
2023-08-23 00:00:00,North Kordofan,SD13,SD13025,Soudari,56,11
