adm1+name
Aj Jazirah
Aj Jazirah
Aj Jazirah
Aj Jazirah
Aj Jazirah
Aj Jazirah
Aj Jazirah
Aj Jazirah
Blue Nile
Blue Nile
Blue Nile
Blue Nile
Blue Nile
Blue Nile
Central Darfur
Central Darfur
Central Darfur
Central Darfur
Central Darfur
Central Darfur
Central Darfur
Central Darfur
East Darfur
East Darfur
East Darfur
East Darfur
East Darfur
East Darfur
East Darfur
East Darfur
East Darfur
Gedaref
Gedaref
Gedaref
Gedaref
Gedaref
Gedaref
Gedaref
Gedaref
Gedaref
Gedaref
Gedaref
Gedaref
Kassala
Kassala
Kassala
Kassala
Kassala
Kassala
Kassala
Kassala
Khartoum
Khartoum
Khartoum
Khartoum
Khartoum
Khartoum
Khartoum
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Darfur
North Kordofan
North Kordofan
North Kordofan
North Kordofan
North Kordofan
North Kordofan
North Kordofan
North Kordofan
Northern
Northern
Northern
Northern
Northern
Northern
Northern
Red Sea
Red Sea
Red Sea
Red Sea
Red Sea
Red Sea
River Nile
River Nile
River Nile
River Nile
River Nile
River Nile
River Nile
Sennar
Sennar
Sennar
Sennar
Sennar
Sennar
Sennar
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Darfur
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
South Kordofan
West Darfur
West Darfur
West Darfur
West Darfur
West Darfur
West Darfur
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
West Kordofan
White Nile
White Nile
White Nile
White Nile
White Nile
White Nile
White Nile
White Nile
White Nile
Grand Total
