date+survey,adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh,adm1+origin+name,adm1+origin+pcode,adm2+origin+pcode,adm2+origin+name
2023-05-31 00:00:00,North Kordofan,SD13,SD13024,Sheikan,40,7,Khartoum,SD01,SD01001,Jebel Awlia
2023-05-31 00:00:00,North Kordofan,SD13,SD13024,Sheikan,108,19,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13024,Sheikan,74,13,Khartoum,SD01,SD01001,Jebel Awlia
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,77,25,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,569,100,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,190,35,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,250,50,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,108,20,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,117,11,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,61,10,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,39,7,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,39,7,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,64,12,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,69,12,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,16,3,Khartoum,SD01,SD01003,Bahri
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,19,5,Khartoum,SD01,SD01003,Bahri
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,155,29,Khartoum,SD01,SD01003,Bahri
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,60,10,Khartoum,SD01,SD01003,Bahri
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,55,8,Khartoum,SD01,SD01003,Bahri
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,56,11,Khartoum,SD01,SD01003,Bahri
2023-05-31 00:00:00,North Kordofan,SD13,SD13025,Soudari,78,15,Khartoum,SD01,SD01003,Bahri
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,370,67,Khartoum,SD01,SD01003,Bahri
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,280,53,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,231,42,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,44,9,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,80,16,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,62,11,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,53,10,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,94,18,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,200,39,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,825,150,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,405,80,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,1280,250,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,108,20,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,58,10,Khartoum,SD01,SD01001,Jebel Awlia
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,106,21,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,84,17,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,77,15,Khartoum,SD01,SD01006,Um Durman
